"About the data: Exported on Oct 14, 2022. Criteria: '""digital divide*"" OR ""digital inequalit*"" OR ""digital gap*""' in title and abstract; Publication Year is 1999 or 2000 or 2001 or 2002 or 2003 or 2004 or 2005 or 2006 or 2007 or 2008 or 2009 or 2010 or 2011; Fields of Research (ANZSRC 2020) is 38 Economics or 35 Commerce, Management, Tourism and Services or 46 Information and Computing Sciences; Publication Type is Article or Chapter or Proceeding. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
734,pub.1069364592,10.2304/rcie.2007.2.1.1,,,Digital Literacy Research from an International and Comparative Point of View,"The fear of a growing digital divide between those having access to the Internet and those who do not results from the still uneven distribution of digital media. Though the number of Internet users is rapidly growing, there is evidence for the further existence of a digital divide caused by the lack of digital literacy. Thus, the digital divide cannot be closed by access alone and becomes a matter of media education. To find appropriate methods for increasing digital literacy demands knowledge about the ways users deal with computers and the Internet. This knowledge is gained by empirical research in different formal and non-formal contexts of computer and Internet use. This introductory article to a special issue of Research in Comparative and International Education devoted to ‘Digital Literacy Research’ gives an insight into international data on Internet use and outlines a theoretical framework of digital literacy. It also discusses the single studies collected in the special issue. It shows that further research will profit by an international and comparative approach which considers national, cultural, social and age differences between the users.",,Research in Comparative and International Education,,,2007-03,2007,2016-07-31,2007-03,2,1,1-12,Closed,Article,"Pietrass, Manuela","Pietrass, Manuela (Universität der Bundeswehr and Ludwig-Maximilians-Universität, Munich, Germany)","Pietrass, Manuela (Bundeswehr University Munich)","Pietrass, Manuela (Bundeswehr University Munich)",11,1,,7.38,,https://app.dimensions.ai/details/publication/pub.1069364592,"36 Creative Arts and Writing; 3605 Screen and Digital Media; 46 Information and Computing Sciences; 4610 Library and Information Studies; 47 Language, Communication and Culture; 4701 Communication and Media Studies",4 Quality Education
734,pub.1009640482,10.1080/01972240500253640,,,A Review of: “IT Experience in India: Bridging the Digital Divide”,,,The Information Society,,,2005-11,2005,,2005-11,21,5,391-392,Closed,Article,"Madon, Shirin","Madon, Shirin (Information Systems Department, London School of Economics & Political Science, London, United Kingdom)",,"Madon, Shirin (London School of Economics and Political Science)",1,0,,0.24,,https://app.dimensions.ai/details/publication/pub.1009640482,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context; 46 Information and Computing Sciences; 4608 Human-Centred Computing; 4610 Library and Information Studies",
733,pub.1095797231,10.1109/3pgcic.2010.66,,,Multimedia Contents for Userinterface Switching Function,"Recently, immense multimedia information is exchanged on the Internet, where 3DCG, video, image, sound, and text are involved in various circumstances with different terminal devices, networks, and users with different knowledge and competence on using computers. This fact may easily lead to so called ‘digital divide’ unless any special support is given to the users with few knowledge. We have already proposed a new concept of ‘universal multimedia access’ intended to narrow the digital divide by providing appropriate multimedia expressions according to users’ (mental and physical) abilities, computer facilities, and network environments. In this paper, we introduce some multimedia contents for a user switching function.",,,"2010 International Conference on P2P, Parallel, Grid, Cloud and Internet Computing",,2010-11,2010,,,,,399-404,Closed,Proceeding,"Inenaga, Shinichi; Sugita, Kaoru; Oka, Tetsushi; Yokota, Masao","Inenaga, Shinichi (Graduate School of Engineering, Fukuoka Institute of Technology, Fukuoka, Japan); Sugita, Kaoru (Dept. of Information and Communication Engineering, Fukuoka Institute of Technology, Fukuoka, Japan); Oka, Tetsushi (College of Industrial Technology, Nihon University, Chiba, Japan); Yokota, Masao (Dept. of System Management, Fukuoka Institute of Technology, Fukuoka, Japan)",,"Inenaga, Shinichi (Fukuoka Institute of Technology); Sugita, Kaoru (Fukuoka Institute of Technology); Oka, Tetsushi (Nihon University); Yokota, Masao (Fukuoka Institute of Technology)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1095797231,46 Information and Computing Sciences; 4603 Computer Vision and Multimedia Computation,3 Good Health and Well Being
733,pub.1015849488,10.1016/j.techfore.2009.01.004,,,From the relative to the absolute digital divide in developing countries,"This paper argues that the literature on the digital divide is based heavily on relative rather than absolute magnitudes, although the latter has more welfare significance. It is clear that the former concept has been falling sharply in recent years yet such calculations have not been made for the absolute divide. One contribution of this paper is to redress this gap in the literature for both mobile phones and the Internet using a sample of more than sixty countries. The results tend to be broadly consistent with findings from the literature on the adoption and diffusion of IT in developing countries generally and Africa in particular.",,Technological Forecasting and Social Change,,,2009-10,2009,,2009-10,76,8,1124-1129,Closed,Article,"James, Jeffrey","James, Jeffrey (Tilburg University, Warandelaan 2, 5000 LE Tilburg, The Netherlands)",,"James, Jeffrey (Tilburg University)",27,2,,,,https://app.dimensions.ai/details/publication/pub.1015849488,"35 Commerce, Management, Tourism and Services; 38 Economics",
733,pub.1013769026,10.2202/1538-0645.1478,,,Social Interactions and the Digital Divide: Identification and Policy Implications,"In the light of recent policies aiming at raising the computer literacy of young generations and at reducing the digital divide, this paper analyzes to what extent the probability of an individual having computer abilities is affected by the computer skills of her household's other members, i.e. if there are significant within household peer effects. We show how peer effects can be identified when skills are measured with a continuous variable and the learning costs are increasing and convex. Our application on a sample of Italian households indicates that peer abilities within a family significantly increase the individual probability of being skilled.",,Contributions in Economic Analysis & Policy,,,2006-01-31,2006,,,5,1,,Closed,Article,"Miniaci, Raffaele; Parisi, Maria Laura","Miniaci, Raffaele (University of Brescia, (email)); Parisi, Maria Laura (University of Brescia, (email))",,"Miniaci, Raffaele (); Parisi, Maria Laura ()",2,0,,0.49,,https://app.dimensions.ai/details/publication/pub.1013769026,38 Economics; 3801 Applied Economics,4 Quality Education
732,pub.1045570656,10.1515/1538-0645.1478,,,Social Interactions and the Digital Divide: Identification and Policy Implications,"In the light of recent policies aiming at raising the computer literacy of young generations and at reducing the digital divide, this paper analyzes to what extent the probability of an individual having computer abilities is affected by the computer skills of her household's other members, i.e. if there are significant within household peer effects. We show how peer effects can be identified when skills are measured with a continuous variable and the learning costs are increasing and convex. Our application on a sample of Italian households indicates that peer abilities within a family significantly increase the individual probability of being skilled.",,The B E Journal of Economic Analysis & Policy,,,2006-10-31,2006,2006-10-31,,5,1,,Closed,Article,"Miniaci, Raffaele; Parisi, Maria Laura","Miniaci, Raffaele (University of Brescia, miniaci@eco.unibs.it); Parisi, Maria Laura (University of Brescia, parisi@eco.unibs.it)",,"Miniaci, Raffaele (University of Brescia); Parisi, Maria Laura (University of Brescia)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1045570656,38 Economics; 3801 Applied Economics,4 Quality Education
732,pub.1017195120,10.1016/j.telpol.2008.02.006,,,The digital divide problem: An economic interpretation of the Japanese experience,"This study presents an economic analysis of Japan's attempt to address the geographical digital divide problem for broadband and mobile telephone services. To receive broadband service local inhabitants make voluntary contributions, which are matched by a municipal subsidy. The approach is effective in terms of economic efficiency and equity. Importantly, as fixed broadband service is provided locally the benefits are limited to local inhabitants. By contrast, mobile service is provided via a spectrum user fee system. That is, for mobile telecommunication services, no universal service fund exists. The underlying rationale is that subscribers are beneficiaries and commercial decision-making should be left to mobile operators.",,Telecommunications Policy,,,2008-06,2008,,2008-06,32,5,340-348,Closed,Article,"Yuguchi, Kiyotaka","Yuguchi, Kiyotaka (Sagami Women's University, Kanagawa, Japan)",,"Yuguchi, Kiyotaka (Sagami Women's University)",9,0,,2.5,,https://app.dimensions.ai/details/publication/pub.1017195120,38 Economics; 3801 Applied Economics,
732,pub.1046360997,10.1093/ei/cbg013,,,The Supply Side of the Digital Divide: Is There Equal Availability in the Broadband Internet Access Market?,"The newest dimension of the digital divide is access to broadband (high‐speed) Internet service. Using comprehensive U.S. data covering all forms of access technology (chiefly DSL and cable modem), I look for evidence of unequal broadband availability in areas with high concentrations of poor, minority, or rural households. There is little evidence of unequal availability based on income or on black or Hispanic concentration. There is mixed evidence concerning availability based on Native American or Asian concentration. Other findings: Rural location decreases availability; market size, education, Spanish language use, commuting distance, and Bell presence increase availability.",,Economic Inquiry,,,2003-04,2003,2007-03-26,2003-04,41,2,346-363,All OA; Green,Article,"Prieger, James E.","Prieger, James E. (Prieger: Assistant Professor, Department of Economics, University of California, One Shields Avenue, Davis, CA 95616. E‐mail jeprieger@ucdavis.edu)",,"Prieger, James E. (University of California, Davis)",137,13,,29.74,http://repec.dss.ucdavis.edu/files/vqRyEeEUzDpf3w4JYjtxSxGX/02-5.pdf,https://app.dimensions.ai/details/publication/pub.1046360997,38 Economics; 3801 Applied Economics; 3802 Econometrics; 3803 Economic Theory,
731,pub.1033341892,10.1080/01972240290108212,,,"The Digital Divide: Facing a Crisis or Creating a Myth, edited by B. M. Compaine. Cambridge and London: MIT Press, 2001. xvii + 357 pp., $29.95. ISBN 0-262-53193-3.",,,The Information Society,,,2002-10,2002,,2002-10,18,5,415-416,Closed,Article,"Wilhelm, Anthony","Wilhelm, Anthony ()",,"Wilhelm, Anthony ()",7,1,,1.62,,https://app.dimensions.ai/details/publication/pub.1033341892,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context; 46 Information and Computing Sciences; 4608 Human-Centred Computing; 4610 Library and Information Studies",
730,pub.1058674319,10.1086/382851,,,"Virtual Inequality: Beyond the Digital Divide
                    . By Karen  Mossberger, Caroline J.  Tolbert, and Mary  Stansbury. Washington, D.C.: Georgetown University Press, 2003. Pp. xvi+192. $13.97 (paper). ISBN 0‐87840‐999‐8.",,,The Library Quarterly,,,2004-04,2004,,2004-04,74,2,217-220,Closed,Article,"Thompson, Kim M.","Thompson, Kim M. ()",,"Thompson, Kim M. ()",1,0,,0.71,,https://app.dimensions.ai/details/publication/pub.1058674319,46 Information and Computing Sciences; 4610 Library and Information Studies,10 Reduced Inequalities
727,pub.1008566568,10.1080/00049670.2005.10721770,,,"Social theory and empirical observation: hard to beat it: Warschauer, Mark Technology and social inclusion: rethinking the digital divide. Cambridge, MA: MIT Press, 2003. 260p price not reported hard ISBN 0262232243",,,Journal of the Australian Library and Information Association,,,2005-08,2005,,2005-08,54,3,313-315,Closed,Article,"Gorman, G E","Gorman, G E (Victoria University of Wellington)",,"Gorman, G E (Victoria University of Wellington)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1008566568,46 Information and Computing Sciences; 4610 Library and Information Studies,
727,pub.1040565818,10.1016/j.compedu.2006.07.005,,,The correlates of the digital divide and their impact on college student learning,"By focusing on two dimensions of the digital divide—computer use and computer knowledge, this study explores four research questions: (1) What are the undergraduates doing with the computers they use at colleges? (2) How do undergraduates perform in regard to computer knowledge and skills? (3) With what is the digital divide among college students correlated? (4) What consequences does the digital divide have for student academic performance? In order to answer these research questions, a national survey was conducted. The survey investigated 3083 first-year college students of 12 4-year universities in Taiwan. A total of 2719 of them completed the questionnaires resulting in a response rate of 88.2%. In this study, the digital divide is measured in terms of computer use, which includes a variety of purposes for using computers and academic-related work as a proportion of total computer hours, and computer knowledge. Multiple regressions and a generalized ordered logit, i.e. a partial proportional odds model, are employed. The main findings include the following: (1) Undergraduates use computers not only for fulfilling their academic requirements and searching for information, but also for entertainment. On average, undergraduates spend about 19h per week using computers, of which 5h are academic-related. (2) Most undergraduates perform at the middle average level in terms of computer knowledge. (3) No significant differences among correlates in relating to demographic and socioeconomic family background were found in predicting the various purposes in using computers. (4) Students who are female, whose fathers and/or whose mothers are from minorities, whose fathers are blue-collar workers or unemployed, who study in the fields of the humanities and social sciences, and who enter private universities are at a disadvantage in terms of computer skills and knowledge. However, female students, students whose mothers were less educated and students who enroll in private universities are more focused computer users in terms of allocating time to academic-related work. (5) Computer knowledge and devotion to using computers for academic-related work have a moderate effect on college student learning, while the various other uses of computers do not. Of the different kinds of computer knowledge, it is the knowledge of software that helps students to learn the most.",,Computers & Education,,,2008-01,2008,,2008-01,50,1,421-436,All OA; Green,Article,"Tien, Flora F.; Fu, Tsu-Tan","Tien, Flora F. (Center for Teacher Education, National Taiwan University, Roosevelt Road, Sec. 4, No. 1, Taipei City 106, Taiwan); Fu, Tsu-Tan (Institute of Economics, Academia Sinica, Taiwan; Center of Survey Research, Academia Sinica, Taiwan)","Tien, Flora F. (National Taiwan University)","Tien, Flora F. (National Taiwan University); Fu, Tsu-Tan (Institute of Economics, Academia Sinica; Academia Sinica)",54,8,,35.36,http://ntur.lib.ntu.edu.tw/news/agent_contract.pdf,https://app.dimensions.ai/details/publication/pub.1040565818,46 Information and Computing Sciences; 4610 Library and Information Studies,
725,pub.1139279139,10.29173/irie85,,,Should corporate management include a Computer Forensics and Incident Response capability into realigned Information Security Principles?,"rapidly changing governments, ICT services, the digital divide, and other factors. This paper provides a very",,The International Review of Information Ethics,,,2009-02-01,2009,2009-02-01,,10,,15-22,All OA; Bronze,Article,"Wright, Paul","Wright, Paul ()",,"Wright, Paul ()",0,0,,0.0,https://informationethics.ca/index.php/irie/article/download/85/83,https://app.dimensions.ai/details/publication/pub.1139279139,46 Information and Computing Sciences; 4604 Cybersecurity and Privacy,
725,pub.1025170839,10.1080/01972240490508162,,,"Virtual Inequality: Beyond the Digital Divide, by Karen Mossberger, Caroline J. Tolbert, and Mary Stansbury. Washington, DC: Georgetown University Press, 2003. xvi + 192 pp. $19.95/£14.25 (paper). ISBN: 0-87840-999-8",,,The Information Society,,,2004-11,2004,,2004-11,20,5,409-410,Closed,Article,"Kvasny, Lynette","Kvasny, Lynette (Department of Information Sciences and Technology, School of Information Sciences and Technology, Pennsylvania State University, University Park, Pennsylvania, USA)",,"Kvasny, Lynette (Pennsylvania State University)",1,0,,0.23,,https://app.dimensions.ai/details/publication/pub.1025170839,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context; 46 Information and Computing Sciences; 4608 Human-Centred Computing; 4610 Library and Information Studies",10 Reduced Inequalities
725,pub.1018142444,10.1007/s00168-009-0319-2,,,The market and infrastructure perspective: a missing link in understanding the diffusion of broadband adoption in Oklahoma,,,The Annals of Regional Science,,,2009-08-05,2009,2009-08-05,2010-08,45,1,235-238,Closed,Article,"Brown, Lawrence A.","Brown, Lawrence A. (Department of Geography, Ohio State University, 43210-1361, Columbus, OH, USA)","Brown, Lawrence A. (The Ohio State University)","Brown, Lawrence A. (The Ohio State University)",2,0,,0.52,,https://app.dimensions.ai/details/publication/pub.1018142444,33 Built Environment and Design; 3304 Urban and Regional Planning; 38 Economics; 3801 Applied Economics,"9 Industry, Innovation and Infrastructure"
723,pub.1037378844,10.1080/01972240490951980,,,A Review of: “Gender and Computers: Understanding the Digital Divide’,,,The Information Society,,,2005-07,2005,,2005-07,21,3,221-222,Closed,Article,"Brunner, Cornelia","Brunner, Cornelia (EDC/Center for Children and Technology, New York, New York, USA)",,"Brunner, Cornelia ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1037378844,"35 Commerce, Management, Tourism and Services; 3503 Business Systems In Context; 46 Information and Computing Sciences; 4608 Human-Centred Computing; 4610 Library and Information Studies",
720,pub.1072709324,10.5210/fm.v11i5.1331,,,A review of national information and communication technologies and a proposed National Electronic Initiative Framework,"Information and communications technologies (ICT) have had uneven deployment both between nations and within nations. These differences in the use of ICT and the Internet are part of the “digital divide”, an uneven distribution of information and communications technologies and the benefits that accrue from their use. This article examines electronic initiatives to improve implementation of ICT throughout the world and proposes a multi–level national electronic initiative framework (NEIF) including fundamental guiding doctrines, general directives, specific domain areas of activity, and finally deliverables. This framework can serve as a guide to national and NGO (non–governmental) organizations to improve access and utilization of ICT and reduce the digital divide.",,First Monday,,,2006-05-01,2006,2006-05-01,,,,,Closed,Article,"Peslak, Alan R.","Peslak, Alan R. ()",,"Peslak, Alan R. ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1072709324,46 Information and Computing Sciences; 4610 Library and Information Studies,
720,pub.1048159279,10.1007/0-387-23572-8_34,,,Accessibility and Mobile Learning,"During the Digital Learning and MOBIlearn projects, the authors have acknowledged a new gap in defining accessibility in the context of mobile learning. This document describes this gap and seeks a broader definition of accessibility. Accessibility is discussed in terms of 1) usability, 2) a digital divide and 3) evaluation. First they describe how accessibility is traditionally understood in usability design and what issues mobility brings to accessibility. Secondly, equality issues are discussed in the context of a digital divide. Then the mobile learning evaluation framework is introduced and the implications of accessibility on evaluation are discussed. Finally, these perspectives are integrated and future research topics are proposed.",,IFIP Advances in Information and Communication Technology,E-Training Practices for Professional Organizations,,2005,2005,,2005,,,281-288,All OA; Bronze,Chapter,"Syvänen, Antti; Ahonen, Mikko; Jäppinen, Anu; Pehkonen, Marika; Turunen, Hanne; Vainio, Teija","Syvänen, Antti (University of Tampere, Finland); Ahonen, Mikko (University of Tampere, Finland); Jäppinen, Anu (University of Tampere, Finland); Pehkonen, Marika (University of Tampere, Finland); Turunen, Hanne (University of Tampere, Finland); Vainio, Teija (University of Tampere, Finland)",,"Syvänen, Antti (Tampere University); Ahonen, Mikko (Tampere University); Jäppinen, Anu (Tampere University); Pehkonen, Marika (Tampere University); Turunen, Hanne (Tampere University); Vainio, Teija (Tampere University)",1,1,,0.21,https://link.springer.com/content/pdf/10.1007/0-387-23572-8_34.pdf,https://app.dimensions.ai/details/publication/pub.1048159279,46 Information and Computing Sciences; 4608 Human-Centred Computing,10 Reduced Inequalities
720,pub.1022901200,10.4018/978-1-59904-177-3.ch021,,,The Techonomic Divide,"Much has been written on the digital divide, whereby less af?uent citizens are (or will be) left out of the “next wave” of progress due to the ?nancial costs prohibiting their participation in the broadband society being formed. Little has been written about the transformation of the electronic payment receipt process, and how participation in e-payment requires a credit card or MasterCard/Visa debit card to complete online transactions. This has the effect of excluding the cash and check-based society from participation, and directly impacts not only the digital divide but also the ROI of these e-payment solutions to the government entity providing them. The City of Denton has worked",,,Case Studies on Digital Government,,2007,2007,,,,,314-326,Closed,Chapter,"Rocheleau, Bruce; Pettit, Alex; Caranna, Anthony","Rocheleau, Bruce (); Pettit, Alex (City of Denton, Texas, USA); Caranna, Anthony (City of Denton, Texas, USA)",,"Rocheleau, Bruce (); Pettit, Alex (); Caranna, Anthony ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1022901200,46 Information and Computing Sciences; 4610 Library and Information Studies,
720,pub.1093952555,10.1109/accessnets.2007.4447127,,,Urbino Wireless Campus: A Wide-Area University Wireless Network to Bridge Digital Divide,"Urbino Wireless Campus (UWiC) is an open wireless access network promoted and implemented by the University of Urbino, in Italy, to virtually extend the University campus over the Montefeltro region, while providing also a significant contribution to bridge the digital divide and promote the widespread diffusion of online services and applications. UWiC has ranked first among the 82 wireless-campus projects submitted by all Italian universities to the Department of Innovation and Technology of Prime Minister's Office. The project was launched one year ago and most of its targets have already been met. This paper presents the project, discusses its technical, organizational, and economic aspects, and presents early results.",,,2007 Second International Conference on Access Networks & Workshops,,2007-08-01,2007,,2007-08-01,,,1-6,Closed,Proceeding,"Bogliolo, Alessandro","Bogliolo, Alessandro (Information Science and Technology Institute, University of Urbino, Urbino, Italy, 61029, alessandro.bogliolo@uniurb.it)","Bogliolo, Alessandro (University of Urbino)","Bogliolo, Alessandro (University of Urbino)",4,0,,2.89,,https://app.dimensions.ai/details/publication/pub.1093952555,46 Information and Computing Sciences; 4610 Library and Information Studies,
720,pub.1045466208,10.1007/978-0-387-85691-9_24,,,"The Age-Divide in E-Government — Data, Interpretations, Theory Fragments","Abstract14 of the world’s 15 ‘oldest’ countries (largest percentage of people age 65 plus) are to be found in Europe. While E-Government is currently establishing as the most important public sector reform strategy in the EU (Lisbon Agenda), age is a factor which strongly affects E-Government usage. Under the label of ‘E-Inclusion’ EU policies seeks to solve also age-related digital divide issues. This paper seeks to explore the age-divide in E-Government and discusses 2006 Eurostat data on online service usage. The case of Germany will be given as example.",,IFIP Advances in Information and Communication Technology,Towards Sustainable Society on Ubiquitous Networks,,2008-01-01,2008,,2008-01-01,286,,279-287,All OA; Bronze,Chapter,"Niehaves, Björn; Becker, Jörg","Niehaves, Björn (European Research Center for Information Systems, University of Muenster, Leonardo-Campus 3, 48149, Muenster, Germany); Becker, Jörg (European Research Center for Information Systems, University of Muenster, Leonardo-Campus 3, 48149, Muenster, Germany)",,"Niehaves, Björn (University of Münster); Becker, Jörg (University of Münster)",20,4,,,https://link.springer.com/content/pdf/10.1007/978-0-387-85691-9_24.pdf,https://app.dimensions.ai/details/publication/pub.1045466208,46 Information and Computing Sciences,
720,pub.1063750818,10.1177/016555150102700403,,,Bridging the digital divide with low-cost information technologies,"Although there are many requirements that need to be met if the digital divide between rich and poor countries is to be narrowed, this paper focuses on just one aspect of the problem; namely, the need for low-cost information technologies that are suitable to the conditions prevailing in the latter rather than the former. It is argued that there are, in fact, already many more such technologies than most people realise, mainly because what information about them that does exist tends to be highly fragmented. What is needed, accordingly, is an institution charged with the function of registering and disseminating all the fragmentary information about low-cost information that is currently available.",,Journal of Information Science,,,2001-08,2001,2016-07-01,2001-08,27,4,211-217,All OA; Green,Article,"James, Jeffrey","James, Jeffrey (Tilburg University, The Netherlands, m.j.james@kub.nl)",,"James, Jeffrey (Tilburg University)",20,0,,14.63,https://pure.uvt.nl/ws/files/460112/Bridging.pdf,https://app.dimensions.ai/details/publication/pub.1063750818,46 Information and Computing Sciences; 4610 Library and Information Studies,
720,pub.1095137235,10.1109/incos.2011.136,,,Performance Evaluation of User Interfaces According to User Computer Skill and Computer Specifications,"Recently, immense multimedia information is exchanged on the Internet, where 3DCG, video, image, sound, and text are involved in various circumstances with different terminal devices, networks, and users with different knowledge and competence on using computers. This fact may easily lead to so called ‘digital divide’ unless any special support is given to the users with few knowledge. We have already proposed a new concept of 'universal multimedia access' intended to narrow the digital divide by providing appropriate multimedia expressions according to users' (mental and physical) abilities, computer facilities, and network environments. In this paper, we show our performance evaluation of the user interfaces according to user computer skill and computer specifications.",,,2011 Third International Conference on Intelligent Networking and Collaborative Systems,,2011-11,2011,,,,,446-449,Closed,Proceeding,"Inenaga, Shinichi; Sugita, Kaoru; Oka, Tetsushi; Yokota, Masao","Inenaga, Shinichi (Graduate School of Engineering, Fukuoka Institute of Technology, Fukuoka, Japan); Sugita, Kaoru (Dept. of Information and Communication Engineering, Fukuoka Institute of Technology, Fukuoka, Japan); Oka, Tetsushi (College of Industrial Technology, Nihon University, Chiba, Japan); Yokota, Masao (Dept. of System Management, Fukuoka Institute of Technology, Fukuoka, Japan)",,"Inenaga, Shinichi (Fukuoka Institute of Technology); Sugita, Kaoru (Fukuoka Institute of Technology); Oka, Tetsushi (Nihon University); Yokota, Masao (Fukuoka Institute of Technology)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1095137235,46 Information and Computing Sciences; 4603 Computer Vision and Multimedia Computation; 4608 Human-Centred Computing,
719,pub.1094078087,10.1109/cisis.2009.147,,,An Adaptive User Interface for Universal Multimedia Access,"Recently, immense multimedia information has come to be exchanged on the Internet, where 3DCG, video, image, sound, and text are involved in various circumstances with terminal devices, networks and users different in their competences and performances. This fact may easily lead to ‘digital divide’ so called unless any special support is given to the weaker. We have already proposed a new concept of ‘universal multimedia access’ which easily narrows the digital divide by providing appropriate multimedia expressions according to users’ (mental and physical) abilities, computer facilities and network environments. In this paper, we present a user interface to support the users in accordance with their abilities, computer facilities and network environments.",,,"2009 International Conference on Complex, Intelligent and Software Intensive Systems",,2009-03,2009,,,,,1181-1186,Closed,Proceeding,"Maeda, Yusaku; Tsujimura, Eriko; Sugita, Kaoru; Oka, Tetsushi; Yokota, Masao","Maeda, Yusaku (Graduate School of Fukuoka Institute of Technology); Tsujimura, Eriko (Fukuoka Institute of Technology); Sugita, Kaoru (Fukuoka Institute of Technology); Oka, Tetsushi (Fukuoka Institute of Technology); Yokota, Masao (Fukuoka Institute of Technology)",,"Maeda, Yusaku (); Tsujimura, Eriko (Fukuoka Institute of Technology); Sugita, Kaoru (Fukuoka Institute of Technology); Oka, Tetsushi (Fukuoka Institute of Technology); Yokota, Masao (Fukuoka Institute of Technology)",3,0,,0.84,,https://app.dimensions.ai/details/publication/pub.1094078087,40 Engineering; 4006 Communications Engineering; 46 Information and Computing Sciences; 4603 Computer Vision and Multimedia Computation; 4608 Human-Centred Computing,3 Good Health and Well Being
719,pub.1019770146,10.4018/978-1-87828-991-9.ch047,,,Sociotechnical System Design for Learning,"CompILE is a sociotechnical “comprehensive interactive learning environment” system for personal knowledge management and visualization that represents the growing collective knowledge an individual gathers throughout his or her lifespan. A network of intelligent agents connects the user and his or her inhabited knowledge space to external information sources and a multitude of fellow users. Following a brief perspective on educational technology, concepts of human-computer interaction, and a description of CompILE, this chapter will introduce CompILE as a sociotechnical system supported by an enriched design process. From an educational perspective, CompILE can bridge the digital divide by creating community, embracing culture, and promoting a learning society.",,,Human Computer Interaction,,2009,2009,,,,,698-712,Closed,Chapter,"Ang, Chee Siang; Zaphiris, Panayiotis; Erlandson, Benjamin E.","Ang, Chee Siang (); Zaphiris, Panayiotis (); Erlandson, Benjamin E. (Arizona State University, USA)",,"Ang, Chee Siang (); Zaphiris, Panayiotis (); Erlandson, Benjamin E. (Arizona State University)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1019770146,46 Information and Computing Sciences; 4602 Artificial Intelligence; 4608 Human-Centred Computing,
719,pub.1063795922,10.1177/0266666907087697,,,"Gender and National ICT Policy in Africa: issues, strategies, and policy options","The paper commences with a review of the concept of Information Communication technology (ICT) and points out how it has become a potent force in transforming social, economic and political life globally. It then discusses the linkage between gender and ICT especially how ICT has widened the digital divide gap between Africa and the rest of the world on one hand, and between males and females on the other. It later gives an overview of the ICT policy formulation situation in Africa pointing out the gender provisions in the national ICT policy documents of some African countries. It then reviews illiteracy rates and access to telephone facilities, computers, and Internet facilities in Africa and indicates that there is a digital divide on the continent between those who have access to the Internet and related technologies and those who do not. It finally presents the policy options and strategies to be adopted by African governments to enable women to benefit from opportunities offered by ICT. The paper concludes by submitting that unless gender issues are incorporated in national ICT policies in Africa, the digital divide will continue to widen and most women that live in African rural populations would continue to be excluded from the benefits of ICT.",,Information Development,,,2008-02-01,2008,2008-02-01,2008-02,24,1,53-65,All OA; Green,Article,"Olatokun, Wole Michael","Olatokun, Wole Michael (Africa Regional Centre for Information Science (ARCIS), No. 6 Benue Road, P. O. Box 22133, University of Ibadan, NIGERIA. Email:, woleabbeyolatokun@yahoo.co.uk)",,"Olatokun, Wole Michael (University of Ibadan)",40,5,,17.42,https://repository.upenn.edu/cgi/viewcontent.cgi?article=1008&context=ictafrica,https://app.dimensions.ai/details/publication/pub.1063795922,46 Information and Computing Sciences; 4609 Information Systems; 4610 Library and Information Studies,4 Quality Education; 5 Gender Equality
